lat,lon
12.98992357446573,77.60811220649538
12.983040190496185,77.57812174334688
12.982324544326646,77.6106233063305
12.95244632173786,77.58899885896452
12.95552446407776,77.62819423140034
13.005746664362317,77.62095281863184
12.958771382374456,77.56880359703223
12.988737132586138,77.59251893133141
12.975387525120544,77.60605428267404
12.943799840200674,77.56925075397992
12.944731505221773,77.62456323406873
12.94476031805384,77.61718675453709
12.973669807500992,77.58030132643142
12.997809317376474,77.61039098474551
12.96688978346522,77.60009195138737
12.967419020161227,77.56291609999256
12.981075624393148,77.58399900056513
12.983209951399129,77.583472723511
13.012331789535859,77.61281083208875
12.995083041494548,77.62278226263099
12.932712893359561,77.58549950752075
12.962371479975063,77.59149026584289
12.97572097445687,77.61605910624448
12.969865945354597,77.58069183097128
12.970127805272739,77.57533082903342
13.019764541000756,77.55495498347223
12.97327770248157,77.58143198585522
13.001970618123673,77.5816682032137
12.992560995485587,77.593024344559
13.016934251244978,77.6038398806653
12.99624411887376,77.57820112658683
12.977462405725436,77.59070020344365
12.96863427548512,77.5869641298284
12.95114340475738,77.61766202377078
12.983146993170248,77.60438085190131
12.992533543953634,77.59579339602308
12.949986137872289,77.58547295729748
12.996633939735574,77.59049046192618
12.962971320562696,77.5952495481368
12.95545473302897,77.609252983021
12.984756872033332,77.61203032247195
12.990742072856175,77.59643462045622
12.980147300910712,77.61419964334614
12.965716915515545,77.57931447123197
12.953770898930186,77.56900975018326
13.0002434549311,77.61371337882088
13.005409119088755,77.57470929902978
12.93206373670778,77.59683739742049
12.929834331764873,77.5998547932342
12.975250446746625,77.60330199586171
12.981827489665356,77.57732491935113
12.947223379857139,77.59426399682081
12.965786712011019,77.55913606997707
12.962269698182567,77.57175032483069
12.957057830081121,77.57242657175107
12.978675288580753,77.58747806462553
12.957459165557514,77.56420800965596
12.975679612892886,77.54008306742371
12.958404385355703,77.57679901584932
13.019733952930826,77.61115154207742
12.98663882599519,77.57078619899211
12.96755621845835,77.60937219275694
13.00911950262094,77.57843528409447
12.99198958212762,77.61764078641978
12.989316762831665,77.55227311777239
12.943980157665722,77.59956246064375
13.011522167265435,77.59777258208537
12.956658950362407,77.57418699273794
12.984550957390683,77.60334375818923
12.967200568292037,77.59403954569235
12.948257454621636,77.58055122894119
12.97947923982075,77.59132414035064
12.955899426208829,77.60068631235502
12.970602986271565,77.56248568122867
12.94328134274193,77.59261917185509
13.002918210480246,77.62127171205995
12.973526932108976,77.59297871357774
12.979762492382859,77.58536774396171
12.999962070050408,77.61340258840589
12.973658040542439,77.61262684551637
13.007341329360925,77.5848152035416
12.957667855335748,77.6046164154205
12.986288711494101,77.60796317844934
13.000553527100264,77.5809063267845
12.93210894349011,77.57854777145042
12.961334578331845,77.5959309191658
12.967744578946427,77.59338147935439
13.001335508947095,77.64487751015378
12.99769882517002,77.57306843881999
12.96302541577447,77.62731958332402
12.979851177713773,77.60942976450764
12.995452614583481,77.60182421396416
12.98749780863101,77.57946431148062
12.962430094173316,77.613936118346
12.939305626998049,77.59619342607547
12.953641819601502,77.598795691245
12.990447614755057,77.56784691363352
12.969373586099413,77.58419076044285
12.9616889567743,77.56919294011767
12.979341783501763,77.55432606923466
